Fecha,Hora,Latitud,Longitud,PM2.5,PM10,CO2,Velocidad_Viento,Direccion_Viento,Temperatura,Estabilidad,Altura_Fuente
2025-03-01,00:00:00,-74.15681297464363,4.604521234111378,36.08,59.75,396.54,0.12,70.24,20.88,D,40.8
2025-03-01,01:00:00,-74.15264736433674,4.608699150740783,22.76,56.6,380.26,0.84,133.7,20.39,C,46.65
2025-03-01,02:00:00,-74.15272572157748,4.59990662362175,32.38,92.14,399.55,3.11,318.42,13.43,D,35.6
2025-03-01,03:00:00,-74.15585207110726,4.605984834771986,45.72,85.03,404.16,1.83,347.0,19.46,D,39.02
2025-03-01,04:00:00,-74.14233244854081,4.613705170462113,43.57,100.3,412.99,0.58,80.68,19.42,D,50.07
2025-03-01,05:00:00,-74.15445127772631,4.598035259681508,99.56,211.58,479.8,0.84,174.87,16.26,D,16.75
2025-03-01,06:00:00,-74.15648606758391,4.598731929800279,50.63,92.0,397.97,0.03,175.26,28.24,C,29.14
2025-03-01,07:00:00,-74.15206997795993,4.602203606044826,50.68,149.92,422.0,1.56,151.51,25.43,B,11.79
2025-03-01,08:00:00,-74.15220779889289,4.601810175420945,73.33,176.4,445.25,3.23,159.67,29.3,D,64.32
2025-03-01,09:00:00,-74.15924689619666,4.613135803931085,41.09,120.46,412.81,2.48,120.85,22.34,D,52.74
2025-03-01,10:00:00,-74.14685415107128,4.607607128488263,16.89,38.26,369.21,5.64,295.16,28.1,A,46.58
2025-03-01,11:00:00,-74.15227662711769,4.610063128481368,36.39,58.63,397.08,5.99,74.63,23.25,C,41.39
2025-03-01,12:00:00,-74.14917694963002,4.612180022358685,18.08,36.66,370.79,8.89,234.21,17.44,A,75.64
2025-03-01,13:00:00,-74.14801124924895,4.6150987464810616,10.99,21.11,365.01,4.87,36.4,21.6,A,38.91
2025-03-01,14:00:00,-74.15044426908035,4.6127604493354175,123.26,280.59,514.63,5.68,351.34,23.23,D,50.1
2025-03-01,15:00:00,-74.14427860189527,4.608489418265472,102.9,277.46,467.23,5.51,169.87,23.61,C,61.57
2025-03-01,16:00:00,-74.1494133531028,4.604188748993236,42.45,100.88,404.19,9.19,201.71,24.49,D,60.45
2025-03-01,17:00:00,-74.14149325124971,4.612853031369836,31.42,92.35,391.69,0.69,184.12,19.91,B,51.95
2025-03-01,18:00:00,-74.1412169092905,4.616222896641011,51.46,135.52,416.13,1.36,192.1,17.81,E,51.31
2025-03-01,19:00:00,-74.14923801895021,4.6056611145993065,200.0,300.0,614.8,1.45,271.72,18.79,D,31.1
2025-03-01,20:00:00,-74.1530594083303,4.6138964907909665,76.58,122.22,427.76,2.49,21.72,19.96,E,23.65
2025-03-01,21:00:00,-74.15655452930754,4.599047224315793,63.52,163.65,419.17,0.88,63.86,22.31,D,56.03
2025-03-01,22:00:00,-74.15653115865712,4.606368594508227,14.39,34.04,364.59,0.33,345.93,14.74,D,37.76
2025-03-01,23:00:00,-74.13953552696586,4.61810955341693,51.73,109.53,401.73,2.83,270.98,20.45,D,10.0
2025-03-01,00:00:00,-74.14952501405963,4.597389526132754,61.47,124.17,422.81,0.79,150.4,20.86,C,28.97
2025-03-01,01:00:00,-74.15441518088977,4.604868249914326,112.84,222.76,465.17,2.03,334.02,18.56,E,52.68
2025-03-01,02:00:00,-74.14685480573496,4.609564301230644,16.71,30.64,371.62,1.53,101.82,20.89,D,19.58
2025-03-01,03:00:00,-74.14290352873549,4.605643361833597,34.75,63.17,386.5,0.49,231.8,18.79,E,53.7
2025-03-01,04:00:00,-74.15956373432921,4.6095090613692165,86.98,237.28,455.15,2.42,333.88,18.78,F,10.0
2025-03-01,05:00:00,-74.15259123592597,4.600512122072111,33.02,52.19,386.42,2.58,242.71,16.34,D,27.9
2025-03-01,06:00:00,-74.14131011986652,4.611578095331484,54.13,113.29,416.01,7.01,153.09,20.49,D,45.32
2025-03-01,07:00:00,-74.15798230633588,4.60150995948008,21.82,43.69,374.83,2.63,163.62,21.4,B,42.03
2025-03-01,08:00:00,-74.14911704423494,4.615214404665774,62.05,139.06,411.09,3.35,52.02,18.25,C,64.69
2025-03-02,09:00:00,-74.14445628874026,4.616063514488983,34.03,89.13,401.05,2.41,315.76,23.49,D,69.24
2025-03-02,10:00:00,-74.15566858759115,4.611414450667104,14.52,39.89,367.15,2.97,182.1,27.48,A,52.15
2025-03-02,11:00:00,-74.1609180998514,4.602942773310564,27.26,77.6,383.93,3.22,106.57,26.06,B,72.44
2025-03-02,12:00:00,-74.1586653265437,4.604823506295213,53.63,120.34,428.24,3.26,324.12,27.38,C,80.16
2025-03-02,13:00:00,-74.14872778025402,4.607220715845145,31.33,52.39,387.46,5.14,359.97,20.45,D,62.33
2025-03-02,14:00:00,-74.16050389092234,4.605238541143059,22.61,64.34,378.45,2.81,72.64,26.59,A,74.54
